TIPODE;SUBTDE;CLASE;SUBCLASE;ANO FABRICACION;TIPO COMBUSTIBLE;CODIGO MAHA;DESCRIPCION MAHA;PROMEDIO VALOR;CANTIDAD VEHICULOS
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;1301;ODOMETRO VEHICULO;131421;330
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;46;256
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;39003;O2 EN BAJAS;0;256
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;256
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;39008;RPM EN RALENTI;802;256
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;29;256
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;39503;O2 EN ALTAS RPM;0;256
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;256
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;GASOLINA;39508;RPM EN ALTAS;2501;249
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;DIESEL;1301;ODOMETRO VEHICULO;173524;706
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;DIESEL;38501;OPACIDAD - VEHI. DIE;18;529
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;1301;ODOMETRO VEHICULO;161262;287
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;36;223
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;39003;O2 EN BAJAS;0;223
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;223
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;39008;RPM EN RALENTI;776;223
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;25;223
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;39503;O2 EN ALTAS RPM;0;223
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;223
LIVIANO;CAMIONETAS;CAMIONETAS;;2017;GASOLINA;39508;RPM EN ALTAS;2504;218
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;DIESEL;1301;ODOMETRO VEHICULO;127119;593
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;19;454
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;1301;ODOMETRO VEHICULO;103533;197
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;31;154
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;39003;O2 EN BAJAS;0;154
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;154
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;39008;RPM EN RALENTI;789;154
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;22;155
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;39503;O2 EN ALTAS RPM;0;155
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;155
LIVIANO;CAMIONETAS;CAMIONETAS;;2018;GASOLINA;39508;RPM EN ALTAS;2498;153
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;DIESEL;1301;ODOMETRO VEHICULO;108537;328
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;18;249
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;1301;ODOMETRO VEHICULO;98004;190
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;15;149
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;39003;O2 EN BAJAS;0;149
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;149
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;39008;RPM EN RALENTI;775;149
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;15;149
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;39503;O2 EN ALTAS RPM;0;149
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;149
LIVIANO;CAMIONETAS;CAMIONETAS;;2019;GASOLINA;39508;RPM EN ALTAS;2510;146
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;DIESEL;1301;ODOMETRO VEHICULO;105029;151
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;21;123
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;1301;ODOMETRO VEHICULO;107785;34
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;29;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;39003;O2 EN BAJAS;1;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;39008;RPM EN RALENTI;776;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;14;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;39503;O2 EN ALTAS RPM;0;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2020;GASOLINA;39508;RPM EN ALTAS;2460;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;DIESEL;1301;ODOMETRO VEHICULO;50355;60
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;20;50
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;1301;ODOMETRO VEHICULO;71688;24
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;8;18
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;39003;O2 EN BAJAS;0;18
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;18
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;39008;RPM EN RALENTI;754;18
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;9;18
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;39503;O2 EN ALTAS RPM;0;18
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;18
LIVIANO;CAMIONETAS;CAMIONETAS;;2021;GASOLINA;39508;RPM EN ALTAS;2460;17
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;DIESEL;1301;ODOMETRO VEHICULO;63192;93
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;DIESEL;38501;OPACIDAD - VEHI. DIE;20;80
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;1301;ODOMETRO VEHICULO;66466;45
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;7;37
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;39003;O2 EN BAJAS;0;37
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;37
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;39008;RPM EN RALENTI;731;37
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;8;37
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;39503;O2 EN ALTAS RPM;0;37
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;37
LIVIANO;CAMIONETAS;CAMIONETAS;;2022;GASOLINA;39508;RPM EN ALTAS;2511;36
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;DIESEL;1301;ODOMETRO VEHICULO;41300;98
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;15;79
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;1301;ODOMETRO VEHICULO;21102;9
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;3;8
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;39003;O2 EN BAJAS;0;8
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;8
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;39008;RPM EN RALENTI;680;8
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;4;8
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;39503;O2 EN ALTAS RPM;0;8
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;8
LIVIANO;CAMIONETAS;CAMIONETAS;;2023;GASOLINA;39508;RPM EN ALTAS;2555;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;DIESEL;1301;ODOMETRO VEHICULO;12791;51
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;10;38
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;1301;ODOMETRO VEHICULO;28817;2
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;4;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;39003;O2 EN BAJAS;0;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;39008;RPM EN RALENTI;740;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;5;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;39503;O2 EN ALTAS RPM;0;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2024;GASOLINA;39508;RPM EN ALTAS;2570;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2025;DIESEL;1301;ODOMETRO VEHICULO;936;9
LIVIANO;CAMIONETAS;CAMIONETAS;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;7;7
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;1301;ODOMETRO VEHICULO;453853;16
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;116;15
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;39003;O2 EN BAJAS;0;15
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;15
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;39008;RPM EN RALENTI;801;15
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;88;15
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;39503;O2 EN ALTAS RPM;0;15
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;15
LIVIANO;CAMIONETAS;CARGA;;2009;GASOLINA;39508;RPM EN ALTAS;2483;14
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;1301;ODOMETRO VEHICULO;229035;11
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;56;8
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;39003;O2 EN BAJAS;0;8
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;8
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;39008;RPM EN RALENTI;801;8
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;45;8
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;39503;O2 EN ALTAS RPM;0;8
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;8
LIVIANO;CAMIONETAS;CARGA;;2013;GASOLINA;39508;RPM EN ALTAS;2476;8
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;1301;ODOMETRO VEHICULO;180872;13
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;11;9
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;39003;O2 EN BAJAS;0;9
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;9
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;39008;RPM EN RALENTI;772;9
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;21;9
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;39503;O2 EN ALTAS RPM;0;9
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;9
LIVIANO;CAMIONETAS;CARGA;;2015;GASOLINA;39508;RPM EN ALTAS;2493;9
LIVIANO;CAMIONETAS;CARGA;;2018;DIESEL;1301;ODOMETRO VEHICULO;245761;9
LIVIANO;CAMIONETAS;CARGA;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;19;5
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;1301;ODOMETRO VEHICULO;136768;9
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;134;7
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;39003;O2 EN BAJAS;2;7
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;7
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;39008;RPM EN RALENTI;860;7
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;117;7
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;39503;O2 EN ALTAS RPM;1;7
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;7
LIVIANO;CAMIONETAS;CARGA;;2019;GASOLINA;39508;RPM EN ALTAS;2480;7
LIVIANO;CAMIONETAS;TURISMO;;2024;DIESEL;1301;ODOMETRO VEHICULO;3972;1
LIVIANO;CAMIONETAS;TURISMO;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;5;1
LIVIANO;ELECTRICO LIVIANO;;;2015;GASOLINA;1301;ODOMETRO VEHICULO;32470;8
LIVIANO;ELECTRICO LIVIANO;;;2016;GASOLINA;1301;ODOMETRO VEHICULO;31801;31
LIVIANO;ELECTRICO LIVIANO;;;2017;GASOLINA;1301;ODOMETRO VEHICULO;15060;27
LIVIANO;ELECTRICO LIVIANO;;;2019;GASOLINA;1301;ODOMETRO VEHICULO;272;3
LIVIANO;ELECTRICO LIVIANO;;;2020;GASOLINA;1301;ODOMETRO VEHICULO;5031;11
LIVIANO;ELECTRICO LIVIANO;;;2021;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;45;1
LIVIANO;ELECTRICO LIVIANO;;;2021;GASOLINA;39003;O2 EN BAJAS;0;1
LIVIANO;ELECTRICO LIVIANO;;;2021;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1
LIVIANO;ELECTRICO LIVIANO;;;2021;GASOLINA;39008;RPM EN RALENTI;700;1
LIVIANO;ELECTRICO LIVIANO;;;2021;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;50;1
LIVIANO;ELECTRICO LIVIANO;;;2021;GASOLINA;39503;O2 EN ALTAS RPM;0;1
LIVIANO;ELECTRICO LIVIANO;;;2021;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1
LIVIANO;ELECTRICO LIVIANO;;;2021;GASOLINA;39508;RPM EN ALTAS;2500;1
LIVIANO;ELECTRICO LIVIANO;;;2022;GASOLINA;1301;ODOMETRO VEHICULO;15551;4
LIVIANO;ELECTRICO LIVIANO;TAXI;;2023;GASOLINA;1301;ODOMETRO VEHICULO;12704;1
LIVIANO;FURGONETA;;;1957;GASOLINA;1301;ODOMETRO VEHICULO;31972;5
LIVIANO;FURGONETA;;;1957;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;483;3
LIVIANO;FURGONETA;;;1957;GASOLINA;39003;O2 EN BAJAS;2;3
LIVIANO;FURGONETA;;;1957;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;1;3
LIVIANO;FURGONETA;;;1957;GASOLINA;39008;RPM EN RALENTI;813;3
LIVIANO;FURGONETA;;;1957;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;272;3
LIVIANO;FURGONETA;;;1957;GASOLINA;39503;O2 EN ALTAS RPM;0;3
LIVIANO;FURGONETA;;;1957;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;3
LIVIANO;FURGONETA;;;1957;GASOLINA;39508;RPM EN ALTAS;2446;3
LIVIANO;FURGONETA;;;1967;GASOLINA;1301;ODOMETRO VEHICULO;48749;49
LIVIANO;FURGONETA;;;1967;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;541;31
LIVIANO;FURGONETA;;;1967;GASOLINA;39003;O2 EN BAJAS;2;31
LIVIANO;FURGONETA;;;1967;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;31
LIVIANO;FURGONETA;;;1967;GASOLINA;39008;RPM EN RALENTI;953;31
LIVIANO;FURGONETA;;;1967;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;356;31
LIVIANO;FURGONETA;;;1967;GASOLINA;39503;O2 EN ALTAS RPM;1;31
LIVIANO;FURGONETA;;;1967;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;31
LIVIANO;FURGONETA;;;1967;GASOLINA;39508;RPM EN ALTAS;2497;31
LIVIANO;FURGONETA;;;1968;GASOLINA;1301;ODOMETRO VEHICULO;83437;14
LIVIANO;FURGONETA;;;1968;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;580;8
LIVIANO;FURGONETA;;;1968;GASOLINA;39003;O2 EN BAJAS;2;8
LIVIANO;FURGONETA;;;1968;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;8
LIVIANO;FURGONETA;;;1968;GASOLINA;39008;RPM EN RALENTI;792;8
LIVIANO;FURGONETA;;;1968;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;348;8
LIVIANO;FURGONETA;;;1968;GASOLINA;39503;O2 EN ALTAS RPM;0;8
LIVIANO;FURGONETA;;;1968;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;5;8
LIVIANO;FURGONETA;;;1968;GASOLINA;39508;RPM EN ALTAS;2432;8
LIVIANO;FURGONETA;;;1969;GASOLINA;1301;ODOMETRO VEHICULO;79361;65
LIVIANO;FURGONETA;;;1969;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;606;50
LIVIANO;FURGONETA;;;1969;GASOLINA;39003;O2 EN BAJAS;3;50
LIVIANO;FURGONETA;;;1969;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;50
LIVIANO;FURGONETA;;;1969;GASOLINA;39008;RPM EN RALENTI;906;50
LIVIANO;FURGONETA;;;1969;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;267;50
LIVIANO;FURGONETA;;;1969;GASOLINA;39503;O2 EN ALTAS RPM;1;50
LIVIANO;FURGONETA;;;1969;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;50
LIVIANO;FURGONETA;;;1969;GASOLINA;39508;RPM EN ALTAS;2491;50
LIVIANO;FURGONETA;;;1970;GASOLINA;1301;ODOMETRO VEHICULO;131301;36
LIVIANO;FURGONETA;;;1970;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;1135;27
LIVIANO;FURGONETA;;;1970;GASOLINA;39003;O2 EN BAJAS;4;26
LIVIANO;FURGONETA;;;1970;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;26
LIVIANO;FURGONETA;;;1970;GASOLINA;39008;RPM EN RALENTI;832;26
LIVIANO;FURGONETA;;;1970;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;695;26
LIVIANO;FURGONETA;;;1970;GASOLINA;39503;O2 EN ALTAS RPM;2;26
LIVIANO;FURGONETA;;;1970;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;1;26
LIVIANO;FURGONETA;;;1970;GASOLINA;39508;RPM EN ALTAS;2431;26
LIVIANO;FURGONETA;;;1971;GASOLINA;1301;ODOMETRO VEHICULO;97864;14
LIVIANO;FURGONETA;;;1971;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;551;10
LIVIANO;FURGONETA;;;1971;GASOLINA;39003;O2 EN BAJAS;1;10
LIVIANO;FURGONETA;;;1971;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;10
LIVIANO;FURGONETA;;;1971;GASOLINA;39008;RPM EN RALENTI;986;10
LIVIANO;FURGONETA;;;1971;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;199;10
LIVIANO;FURGONETA;;;1971;GASOLINA;39503;O2 EN ALTAS RPM;0;10
LIVIANO;FURGONETA;;;1971;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;2;10
LIVIANO;FURGONETA;;;1971;GASOLINA;39508;RPM EN ALTAS;2452;10
LIVIANO;FURGONETA;;;1972;GASOLINA;1301;ODOMETRO VEHICULO;53839;15
LIVIANO;FURGONETA;;;1972;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;336;14
LIVIANO;FURGONETA;;;1972;GASOLINA;39003;O2 EN BAJAS;3;14
LIVIANO;FURGONETA;;;1972;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;14
LIVIANO;FURGONETA;;;1972;GASOLINA;39008;RPM EN RALENTI;938;14
LIVIANO;FURGONETA;;;1972;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;172;14
LIVIANO;FURGONETA;;;1972;GASOLINA;39503;O2 EN ALTAS RPM;2;14
LIVIANO;FURGONETA;;;1972;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;14
LIVIANO;FURGONETA;;;1972;GASOLINA;39508;RPM EN ALTAS;2468;14
LIVIANO;FURGONETA;;;1974;GASOLINA;1301;ODOMETRO VEHICULO;78376;89
LIVIANO;FURGONETA;;;1974;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;560;61
LIVIANO;FURGONETA;;;1974;GASOLINA;39003;O2 EN BAJAS;2;61
LIVIANO;FURGONETA;;;1974;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;61
LIVIANO;FURGONETA;;;1974;GASOLINA;39008;RPM EN RALENTI;906;61
LIVIANO;FURGONETA;;;1974;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;348;61
LIVIANO;FURGONETA;;;1974;GASOLINA;39503;O2 EN ALTAS RPM;1;61
LIVIANO;FURGONETA;;;1974;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;61
LIVIANO;FURGONETA;;;1974;GASOLINA;39508;RPM EN ALTAS;2454;61
LIVIANO;FURGONETA;;;1975;GASOLINA;1301;ODOMETRO VEHICULO;55652;125
LIVIANO;FURGONETA;;;1975;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;745;97
LIVIANO;FURGONETA;;;1975;GASOLINA;39003;O2 EN BAJAS;2;97
LIVIANO;FURGONETA;;;1975;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;97
LIVIANO;FURGONETA;;;1975;GASOLINA;39008;RPM EN RALENTI;853;97
LIVIANO;FURGONETA;;;1975;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;415;97
LIVIANO;FURGONETA;;;1975;GASOLINA;39503;O2 EN ALTAS RPM;1;97
LIVIANO;FURGONETA;;;1975;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;4;97
LIVIANO;FURGONETA;;;1975;GASOLINA;39508;RPM EN ALTAS;2457;97
LIVIANO;FURGONETA;;;1976;GASOLINA;1301;ODOMETRO VEHICULO;66131;86
LIVIANO;FURGONETA;;;1976;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;547;53
LIVIANO;FURGONETA;;;1976;GASOLINA;39003;O2 EN BAJAS;1;53
LIVIANO;FURGONETA;;;1976;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;3;53
LIVIANO;FURGONETA;;;1976;GASOLINA;39008;RPM EN RALENTI;838;53
LIVIANO;FURGONETA;;;1976;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;261;53
LIVIANO;FURGONETA;;;1976;GASOLINA;39503;O2 EN ALTAS RPM;0;53
